application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
104153,40.0,173672.0,562.0,35108.0,1.0,0.39,5,Self-Employed,Divorced,High School,Family,Tier1,Gold,2025-02-10,Rejected
104154,61.0,158363.0,620.0,2514.0,18.0,0.39,7,Self-Employed,Single,Masters,Rented,Tier1,Gold,2024-07-04,Approved
104155,47.0,169195.0,545.0,18795.0,23.0,0.24,3,Business,Married,High School,Family,Tier2,Gold,2024-05-01,Approved
104156,32.0,28811.0,776.0,28612.0,19.0,0.6,0,Self-Employed,Married,Masters,Owned,Tier3,Platinum,2024-05-24,Rejected
104157,27.0,56276.0,558.0,41492.0,30.0,0.59,0,Business,Married,Bachelors,Family,Tier3,Platinum,2024-01-22,Approved
104158,23.0,106049.0,392.0,5167.0,30.0,0.3,6,Self-Employed,Divorced,High School,Rented,Tier1,Platinum,2025-08-07,Rejected
104159,30.0,182786.0,832.0,18406.0,,0.26,3,Business,Single,Masters,Rented,Tier3,Platinum,2025-07-24,Approved
104160,54.0,168266.0,638.0,30203.0,3.0,0.53,3,Business,Married,Bachelors,Rented,Tier1,Platinum,2024-11-13,Rejected
104161,45.0,98062.0,559.0,44246.0,9.0,0.07,2,Salaried,Single,High School,Rented,Tier2,Silver,2025-01-26,Approved
104162,55.0,175434.0,536.0,30248.0,34.0,0.61,3,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,2025-11-18,Approved
104163,36.0,79499.0,440.0,45731.0,20.0,0.34,5,Self-Employed,Single,High School,Family,Tier2,Gold,2024-12-27,Approved
104164,22.0,71281.0,779.0,10304.0,0.0,0.34,2,Self-Employed,Married,Masters,Family,Tier1,Gold,2025-06-04,Approved
104165,44.0,69852.0,649.0,5808.0,11.0,0.48,4,Business,Single,Masters,Rented,Tier2,Gold,2025-05-24,Rejected
104166,30.0,29595.0,429.0,29455.0,23.0,0.47,1,Salaried,Single,Masters,Rented,Tier3,Platinum,2024-12-20,Approved
104167,58.0,120930.0,,9833.0,1.0,0.22,7,Business,Single,Masters,,Tier1,Gold,2025-07-03,Approved
104168,42.0,171474.0,310.0,32897.0,19.0,0.66,0,Business,Divorced,Masters,Rented,Tier3,Platinum,2025-12-16,Approved
104169,46.0,117676.0,556.0,40501.0,15.0,0.69,3,Business,Married,High School,Rented,Tier2,Gold,2024-12-28,Approved
104170,63.0,198795.0,668.0,11429.0,33.0,0.39,7,Self-Employed,Single,Masters,Owned,Tier1,Silver,2024-08-25,Approved
104171,59.0,180983.0,693.0,5907.0,12.0,0.41,0,Business,Divorced,High School,Owned,Tier1,Platinum,2024-06-17,Rejected
104172,47.0,44405.0,718.0,12678.0,17.0,0.41,4,Business,Divorced,High School,Owned,Tier1,Gold,2025-05-29,Rejected
104173,49.0,83122.0,318.0,4225.0,28.0,0.37,1,Salaried,Divorced,High School,Owned,Tier2,Gold,2025-06-19,Approved
104174,58.0,153909.0,409.0,2014.0,13.0,0.66,3,Self-Employed,Single,High School,Rented,Tier1,Gold,2024-10-10,Approved
104175,40.0,28447.0,736.0,7768.0,29.0,0.21,6,Salaried,Single,High School,Rented,Tier1,Gold,2025-01-16,Approved
104176,47.0,35662.0,804.0,39226.0,34.0,0.12,2,Self-Employed,Divorced,High School,Rented,Tier2,Silver,2024-11-12,Approved
104177,,83282.0,333.0,3021.0,8.0,0.65,2,Salaried,Married,Masters,Rented,Tier2,Silver,2024-11-06,Approved
104178,40.0,160971.0,587.0,44896.0,11.0,0.19,3,Self-Employed,Single,Masters,Owned,Tier3,Platinum,2024-03-13,Rejected
104179,64.0,53582.0,554.0,36874.0,20.0,0.54,3,Self-Employed,Single,Masters,Family,Tier3,Silver,2025-05-30,Approved
104180,39.0,92471.0,433.0,42743.0,17.0,0.18,4,Business,Married,High School,Rented,Tier3,Platinum,2024-12-12,Rejected
104181,40.0,148513.0,798.0,9862.0,10.0,0.67,1,Salaried,Single,High School,Rented,Tier1,Platinum,2024-07-21,Approved
104182,55.0,198285.0,696.0,,26.0,0.56,3,Self-Employed,Married,High School,Family,Tier2,Silver,2025-12-02,Approved
104183,22.0,132578.0,786.0,44533.0,23.0,0.65,2,Business,Married,High School,Family,Tier3,Platinum,2024-06-23,Approved
104184,50.0,100871.0,512.0,3584.0,33.0,0.67,7,Salaried,Single,,Family,Tier3,Platinum,2025-08-28,Rejected
104185,54.0,108205.0,649.0,5942.0,19.0,0.1,1,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,2024-06-11,Approved
104186,42.0,99081.0,318.0,35045.0,12.0,0.33,3,Self-Employed,Single,,Rented,Tier1,Silver,2024-07-07,Approved
104187,23.0,130783.0,418.0,36811.0,7.0,0.47,1,Self-Employed,Divorced,Masters,Owned,Tier2,Gold,2025-04-25,Rejected
104188,26.0,108805.0,601.0,8370.0,4.0,0.57,4,Business,Single,High School,Owned,Tier2,Gold,2025-02-02,Approved
104189,35.0,149698.0,584.0,45132.0,6.0,0.21,5,Salaried,Divorced,High School,Family,Tier2,Gold,2025-08-09,Approved
104190,47.0,193902.0,526.0,14672.0,11.0,0.64,6,Self-Employed,Married,Masters,Family,Tier1,Silver,2025-03-11,Rejected
104191,30.0,163138.0,806.0,9369.0,3.0,0.19,3,Self-Employed,Divorced,Masters,Owned,Tier3,Platinum,2025-07-29,Rejected
104192,29.0,35712.0,800.0,9467.0,18.0,0.61,3,Salaried,Divorced,Masters,Family,Tier3,Silver,2024-07-02,Rejected
104193,53.0,106527.0,511.0,27935.0,0.0,0.38,6,Salaried,Single,High School,Family,Tier1,Platinum,2025-05-28,Approved
104194,52.0,154453.0,655.0,47721.0,12.0,0.39,1,Salaried,Married,Masters,Family,Tier2,Platinum,2024-11-22,Approved
104195,26.0,151888.0,786.0,20865.0,24.0,0.29,3,Salaried,Divorced,High School,Owned,Tier2,Platinum,2025-07-26,Approved
104196,61.0,112185.0,620.0,12551.0,33.0,0.12,7,,Divorced,Bachelors,Owned,Tier3,Silver,2025-11-27,Approved
104197,56.0,124851.0,522.0,49652.0,34.0,0.28,1,Business,Single,High School,Rented,Tier3,Gold,2024-12-21,Rejected
104198,22.0,186878.0,490.0,43384.0,16.0,0.33,5,Salaried,Married,Masters,Family,Tier2,Platinum,2025-08-24,Approved
104199,49.0,37210.0,799.0,32417.0,25.0,0.36,1,Business,,Bachelors,Owned,Tier1,Gold,2025-06-05,Rejected
104200,24.0,61972.0,794.0,49597.0,20.0,0.53,3,Business,Single,Masters,Family,Tier3,Gold,2025-06-26,Approved
104201,21.0,59136.0,536.0,8897.0,11.0,0.28,2,Business,Married,Bachelors,Rented,Tier1,Gold,2024-04-15,Approved
104202,39.0,141445.0,321.0,3469.0,15.0,0.31,6,Salaried,Divorced,High School,Rented,Tier1,Gold,2024-05-22,Rejected
104203,46.0,40945.0,626.0,28661.0,19.0,0.64,4,Business,Divorced,Masters,Rented,Tier2,Gold,2024-06-30,Approved
104204,45.0,198549.0,844.0,48604.0,9.0,0.54,1,Business,Divorced,Masters,Rented,Tier1,Platinum,2025-12-01,Approved
104205,30.0,104180.0,426.0,33397.0,22.0,0.06,2,Self-Employed,Divorced,Masters,Rented,Tier2,Platinum,2024-08-15,Rejected
104206,35.0,95453.0,664.0,40819.0,29.0,0.58,1,Salaried,Divorced,Bachelors,Family,Tier1,Platinum,2024-05-21,Rejected
104207,42.0,110404.0,343.0,44332.0,7.0,0.69,7,Salaried,Married,High School,Rented,Tier3,Silver,2025-05-15,Rejected
104208,41.0,169296.0,818.0,22827.0,4.0,0.66,2,Salaried,Divorced,Masters,Owned,Tier2,Silver,2024-03-12,Approved
104209,42.0,28052.0,427.0,10782.0,11.0,0.59,3,Salaried,Divorced,Bachelors,Family,Tier2,Silver,2025-11-20,Approved
104210,56.0,52272.0,429.0,31398.0,13.0,0.46,4,Salaried,Divorced,Bachelors,Family,Tier2,Gold,2024-08-23,Approved
104211,54.0,66150.0,828.0,26688.0,11.0,0.23,6,Self-Employed,Divorced,Masters,Rented,Tier2,Platinum,2024-01-30,Rejected
104212,50.0,173388.0,620.0,26644.0,23.0,0.48,2,Business,Single,High School,Rented,Tier3,Gold,2024-06-17,Approved
104213,45.0,163312.0,485.0,17003.0,16.0,0.5,0,Self-Employed,Married,Bachelors,Family,Tier2,Silver,2025-05-23,Approved
104214,48.0,122095.0,647.0,36313.0,0.0,0.23,1,Business,Married,Bachelors,Owned,Tier2,Gold,2025-06-07,Approved
104215,21.0,93774.0,780.0,41433.0,10.0,0.22,2,Salaried,Married,Masters,Family,Tier3,Gold,2025-04-27,Approved
104216,24.0,68175.0,660.0,21033.0,5.0,0.31,4,Self-Employed,Divorced,Masters,Rented,Tier1,Gold,2025-08-17,Rejected
104217,27.0,156637.0,586.0,4907.0,14.0,0.47,7,Salaried,Married,Masters,Rented,Tier3,Silver,2025-03-13,Approved
104218,29.0,41375.0,481.0,,22.0,0.24,4,Salaried,Divorced,Masters,Owned,Tier1,Gold,2025-07-11,Approved
104219,56.0,50710.0,750.0,27768.0,22.0,0.41,7,Business,Divorced,Bachelors,Owned,Tier2,Platinum,2024-07-15,Rejected
104220,39.0,171246.0,396.0,16283.0,11.0,0.63,4,Business,Single,Bachelors,Owned,Tier2,Gold,2025-05-31,Rejected
104221,21.0,132026.0,613.0,8685.0,6.0,0.24,6,Business,Divorced,Bachelors,Rented,Tier1,Gold,2025-08-22,Approved
104222,30.0,52597.0,845.0,9273.0,15.0,0.68,5,Self-Employed,Married,Bachelors,Owned,Tier2,Silver,2024-04-14,Rejected
104223,56.0,99289.0,320.0,45666.0,34.0,0.36,2,Business,Divorced,Bachelors,Owned,Tier3,Gold,2025-10-19,Approved
104224,29.0,194469.0,796.0,14478.0,28.0,0.12,2,Salaried,Married,Masters,Rented,Tier3,Platinum,2024-06-01,Approved
104225,62.0,189141.0,702.0,31444.0,16.0,0.09,3,Business,Divorced,Bachelors,Family,Tier3,Platinum,2025-11-28,Rejected
104226,52.0,110687.0,423.0,12368.0,25.0,0.27,6,Business,Single,High School,Owned,Tier1,Silver,2025-11-26,Approved
104227,52.0,,418.0,11017.0,19.0,0.22,0,Business,Divorced,Masters,Owned,Tier1,Silver,2025-06-23,Approved
104228,26.0,65274.0,776.0,48591.0,24.0,0.6,5,Business,Married,Masters,Rented,Tier1,Gold,2025-03-08,Approved
104229,58.0,194269.0,402.0,47389.0,18.0,0.53,2,,,,Rented,Tier2,Gold,2024-08-03,Rejected
104230,37.0,73634.0,632.0,,20.0,0.62,5,Business,Divorced,High School,Owned,Tier1,Gold,2024-12-08,Approved
104231,30.0,55041.0,758.0,9273.0,31.0,0.43,3,Salaried,Single,Bachelors,Rented,Tier3,Gold,2024-03-05,Approved
104232,47.0,163320.0,429.0,25570.0,27.0,0.33,6,Self-Employed,Divorced,Bachelors,Owned,Tier1,Gold,2024-07-24,Approved
104233,55.0,110365.0,433.0,47400.0,11.0,0.23,1,Self-Employed,Single,Masters,Rented,Tier3,Gold,2024-03-23,Rejected
104234,41.0,158275.0,456.0,34110.0,14.0,0.43,0,Salaried,Divorced,High School,Family,Tier2,Gold,2024-10-20,Approved
104235,45.0,76986.0,724.0,40708.0,27.0,0.45,5,Self-Employed,Married,Masters,Rented,Tier1,Platinum,2024-04-06,Approved
104236,48.0,50370.0,734.0,33552.0,20.0,0.31,4,Business,Divorced,Bachelors,Family,Tier3,Platinum,2024-04-10,Approved
104237,35.0,60247.0,688.0,27430.0,15.0,0.66,0,Business,Married,Masters,Rented,Tier3,Silver,2025-12-10,Approved
104238,24.0,149403.0,617.0,29575.0,22.0,0.47,7,Business,,High School,Rented,Tier1,Silver,2024-10-16,Approved
104239,49.0,144544.0,804.0,34635.0,25.0,0.59,1,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,2024-09-03,Approved
104240,29.0,156506.0,489.0,44436.0,14.0,0.45,6,Salaried,Married,Masters,Family,Tier1,Gold,2024-05-21,Rejected
104241,47.0,87982.0,710.0,33938.0,11.0,0.26,6,Self-Employed,Married,High School,Family,Tier2,Platinum,2024-08-01,Approved
104242,46.0,90180.0,351.0,27358.0,3.0,0.53,2,Self-Employed,Married,High School,Owned,Tier3,Gold,2024-03-18,Approved
104243,39.0,133534.0,745.0,9769.0,34.0,0.2,2,Salaried,Married,High School,Rented,Tier1,Gold,2025-04-14,Approved
104244,48.0,190546.0,743.0,9259.0,30.0,0.44,5,Salaried,Divorced,High School,Owned,Tier1,,2024-02-14,Approved
104245,37.0,49644.0,681.0,35283.0,26.0,0.31,3,Self-Employed,Divorced,Bachelors,Family,Tier3,Gold,2025-07-26,Rejected
104246,63.0,63493.0,673.0,30729.0,31.0,0.15,2,Self-Employed,Divorced,High School,Owned,Tier2,Silver,2025-04-03,Approved
104247,61.0,108824.0,674.0,9192.0,32.0,0.32,2,Salaried,Married,Masters,Owned,Tier1,Gold,2024-07-22,Rejected
104248,62.0,160031.0,688.0,35966.0,12.0,0.25,0,Salaried,Divorced,High School,Rented,Tier1,Platinum,2024-03-29,Approved
104249,40.0,72289.0,778.0,18285.0,1.0,0.12,1,Self-Employed,Divorced,Bachelors,Rented,Tier1,Silver,2025-10-03,Approved
104250,60.0,167215.0,703.0,23287.0,4.0,0.59,4,Business,Single,Bachelors,Family,Tier2,Gold,2025-06-04,Approved
104251,59.0,195665.0,767.0,48361.0,17.0,0.37,4,Business,Single,Masters,Owned,Tier3,Gold,2025-03-04,Approved
104252,43.0,195187.0,804.0,46805.0,16.0,0.28,3,Business,Married,Masters,Family,Tier3,Gold,2025-06-30,Approved
104253,52.0,178612.0,382.0,32347.0,1.0,0.38,6,Salaried,Married,Masters,Rented,Tier3,Silver,2025-07-27,Approved
104254,53.0,60481.0,618.0,41523.0,34.0,0.54,6,Business,Single,Masters,Family,Tier2,Silver,2025-04-06,Approved
104255,25.0,102097.0,366.0,9986.0,13.0,0.06,1,Business,Divorced,High School,Rented,Tier2,Silver,2024-04-02,Rejected
104256,63.0,47578.0,713.0,3066.0,11.0,0.41,0,Salaried,Divorced,High School,Family,Tier3,Gold,2024-10-28,Approved
104257,54.0,168859.0,752.0,43779.0,32.0,0.36,6,Salaried,Married,High School,Rented,Tier1,Platinum,2024-03-21,Rejected
104258,,97048.0,497.0,31754.0,6.0,0.63,7,Salaried,Divorced,Masters,Rented,Tier2,Platinum,2024-12-19,Approved
104259,31.0,166668.0,558.0,19922.0,8.0,0.41,4,Business,Divorced,Masters,Family,Tier3,Platinum,2025-09-17,Approved
104260,23.0,176002.0,597.0,37675.0,4.0,0.14,7,Business,Single,Masters,Family,Tier3,Platinum,2024-03-15,Approved
104261,53.0,120737.0,579.0,49368.0,3.0,0.3,7,Business,Single,High School,Rented,Tier1,Gold,2025-02-17,Approved
104262,31.0,43687.0,599.0,44014.0,31.0,0.45,7,Business,Married,High School,Family,Tier1,Silver,2024-11-01,Approved
104263,36.0,147540.0,428.0,36364.0,4.0,0.08,6,Salaried,Married,Masters,Owned,Tier2,Gold,2025-08-27,Approved
104264,38.0,192061.0,797.0,46426.0,7.0,0.63,3,Business,Single,Masters,Owned,Tier2,Silver,2024-09-27,Approved
104265,50.0,55183.0,737.0,30428.0,12.0,0.09,7,Salaried,Divorced,High School,Owned,Tier3,Gold,2025-02-26,Approved
104266,30.0,45758.0,591.0,20705.0,3.0,0.07,2,Self-Employed,Single,Masters,Family,Tier2,Gold,2025-04-09,Approved
104267,38.0,157154.0,506.0,43098.0,10.0,0.05,2,Self-Employed,Single,High School,Rented,Tier1,Silver,2024-06-03,Rejected
104268,58.0,121368.0,593.0,25104.0,14.0,0.49,6,Self-Employed,Married,High School,Family,Tier2,Silver,2024-02-23,Approved
104269,39.0,70891.0,328.0,31032.0,17.0,0.35,5,Business,Divorced,Masters,Owned,Tier2,Gold,2024-01-02,Rejected
104270,56.0,71901.0,478.0,36389.0,19.0,0.12,0,Salaried,Married,Masters,Family,Tier2,Silver,2024-03-10,Rejected
104271,33.0,128912.0,340.0,11920.0,0.0,0.61,4,Self-Employed,Married,Masters,Rented,Tier2,Silver,2024-09-16,Rejected
104272,23.0,96062.0,,43125.0,0.0,0.18,5,Salaried,Single,Bachelors,Owned,Tier1,Gold,2025-12-27,Approved
104273,30.0,177635.0,491.0,47517.0,10.0,0.26,5,Business,Single,Bachelors,Family,Tier2,Platinum,2025-07-12,Rejected
104274,58.0,97008.0,643.0,37609.0,28.0,0.17,5,Business,Married,Masters,Rented,Tier1,Gold,2025-08-29,Approved
104275,21.0,158847.0,577.0,15423.0,28.0,0.65,2,Self-Employed,Single,Bachelors,Rented,Tier2,Gold,2024-06-24,Approved
104276,47.0,171900.0,654.0,38326.0,23.0,0.54,3,Self-Employed,Single,High School,Family,Tier3,Gold,2025-03-16,Rejected
104277,28.0,42974.0,828.0,33690.0,19.0,0.52,6,Self-Employed,Divorced,High School,Family,Tier2,Gold,2024-11-16,Approved
104278,62.0,178460.0,385.0,46536.0,29.0,0.08,3,Business,Divorced,High School,Rented,Tier1,Platinum,2025-05-06,Approved
104279,37.0,105591.0,616.0,26099.0,4.0,0.39,4,Business,Married,High School,Rented,Tier1,Silver,2024-07-04,Approved
104280,29.0,43615.0,636.0,38107.0,9.0,0.42,7,Self-Employed,Divorced,High School,Owned,Tier3,Platinum,2024-04-27,Approved
104281,26.0,193958.0,444.0,34006.0,5.0,0.3,5,Business,Married,High School,Rented,Tier3,Silver,2025-11-21,Rejected
104282,63.0,47838.0,614.0,25810.0,3.0,0.26,0,Business,Divorced,High School,Family,Tier1,Platinum,2024-10-29,Rejected
104283,45.0,65728.0,524.0,23714.0,3.0,0.6,3,Self-Employed,Single,High School,Owned,Tier1,Gold,2024-11-28,Rejected
104284,59.0,141249.0,722.0,33358.0,6.0,0.06,1,Business,Single,Bachelors,Family,Tier2,Platinum,2025-11-04,Approved
104285,48.0,103000.0,353.0,33033.0,32.0,0.46,3,Business,Married,Bachelors,Owned,Tier1,Platinum,2025-04-08,Approved
104286,53.0,77798.0,367.0,8388.0,8.0,0.31,7,,Divorced,Masters,Family,Tier1,Gold,2025-11-25,Approved
104287,57.0,175694.0,633.0,27095.0,25.0,0.48,7,Salaried,Single,High School,Owned,Tier3,Platinum,2024-12-17,Rejected
104288,29.0,169608.0,376.0,11426.0,20.0,0.18,0,Salaried,Married,High School,Owned,Tier1,Silver,2024-10-26,Approved
104289,38.0,161772.0,838.0,8617.0,21.0,0.21,7,Business,Divorced,High School,Family,Tier3,Gold,2024-07-25,Approved
104290,41.0,194911.0,454.0,41850.0,,0.43,5,Business,Single,Bachelors,Rented,Tier2,Silver,2024-04-25,Approved
104291,22.0,35248.0,371.0,41347.0,32.0,0.69,3,Salaried,Divorced,Masters,Owned,Tier3,Silver,2024-11-19,Rejected
104292,63.0,70291.0,800.0,14922.0,4.0,0.68,5,Salaried,Married,Bachelors,Family,Tier2,Gold,2025-01-28,Approved
104293,58.0,107629.0,746.0,26511.0,20.0,0.21,2,Salaried,Married,High School,Owned,Tier3,Silver,2025-03-25,Approved
104294,,150612.0,658.0,40224.0,26.0,0.12,0,Self-Employed,Married,Bachelors,Owned,Tier3,Silver,2024-12-09,Approved
104295,56.0,42177.0,576.0,26394.0,0.0,0.43,2,Salaried,Single,Bachelors,Owned,Tier2,Gold,2024-09-28,Approved
104296,63.0,175555.0,612.0,29143.0,15.0,0.32,2,Salaried,Married,,Family,Tier1,Gold,2024-09-04,Approved
104297,57.0,68815.0,404.0,3439.0,34.0,0.55,4,Salaried,Divorced,Bachelors,Rented,Tier3,Platinum,2024-02-09,Approved
104298,35.0,63533.0,394.0,28963.0,31.0,0.39,6,Self-Employed,Single,High School,Owned,Tier1,Gold,2025-04-09,Approved
104299,48.0,25026.0,518.0,11019.0,28.0,0.38,5,Self-Employed,,High School,Rented,Tier1,Platinum,2024-08-26,Approved
104300,,129997.0,427.0,23470.0,22.0,0.47,5,Business,Married,Bachelors,Owned,Tier1,Gold,2025-08-06,Rejected
104301,54.0,85611.0,499.0,28191.0,14.0,0.13,5,Salaried,Single,High School,Family,Tier2,Silver,2025-06-29,Approved
104302,42.0,112242.0,,43833.0,25.0,0.49,5,Salaried,Married,Bachelors,Owned,Tier3,Silver,2025-09-29,Rejected
104303,31.0,180732.0,846.0,49003.0,24.0,0.37,6,Business,Divorced,Masters,Owned,Tier3,Gold,2025-11-12,Rejected
104304,33.0,129913.0,591.0,46267.0,1.0,0.58,0,Salaried,Single,Masters,Owned,Tier1,Platinum,2024-09-02,Approved
104305,,67082.0,365.0,27349.0,11.0,0.14,2,Business,Divorced,High School,Owned,Tier3,Gold,2025-05-22,Rejected
104306,,172330.0,703.0,9391.0,18.0,0.25,4,Salaried,Divorced,High School,Family,Tier1,Platinum,2025-04-09,Rejected
104307,27.0,128613.0,445.0,30658.0,31.0,0.67,4,Salaried,Married,High School,Owned,Tier2,Gold,2024-01-23,Approved
104308,63.0,123315.0,829.0,9369.0,22.0,0.41,2,Salaried,,Bachelors,Family,Tier2,Platinum,2024-05-18,Approved
104309,44.0,114690.0,701.0,39310.0,4.0,0.65,2,Business,Married,Masters,Owned,Tier3,Gold,2025-06-18,Rejected
104310,24.0,120220.0,424.0,10122.0,24.0,0.5,1,Business,Divorced,Masters,Family,Tier1,Silver,2025-12-01,Approved
104311,48.0,40389.0,813.0,12928.0,34.0,0.65,0,Business,Married,High School,Owned,Tier2,Platinum,2024-11-20,Approved
104312,35.0,116860.0,631.0,35804.0,28.0,0.26,4,Business,Married,Masters,Owned,Tier3,Platinum,2025-03-11,Rejected
104313,21.0,183757.0,779.0,43445.0,19.0,0.11,7,Business,Divorced,High School,Owned,Tier1,Silver,2025-05-01,Approved
104314,23.0,183267.0,697.0,39318.0,6.0,0.57,0,Self-Employed,Married,High School,Family,Tier1,Gold,2024-11-12,Rejected
104315,34.0,46797.0,329.0,38031.0,21.0,0.57,5,Business,Divorced,Masters,Rented,Tier3,Gold,2024-09-17,Approved
104316,58.0,136975.0,355.0,48812.0,17.0,0.45,4,Salaried,Single,Masters,Family,Tier1,Gold,2024-08-18,Approved
104317,21.0,122169.0,431.0,46048.0,20.0,0.43,3,Self-Employed,Divorced,Bachelors,Owned,Tier3,Gold,2024-01-17,Approved
104318,58.0,91332.0,530.0,43875.0,21.0,0.64,3,Self-Employed,Single,High School,Rented,Tier3,Platinum,2025-08-21,Approved
104319,58.0,163260.0,694.0,40094.0,11.0,0.16,4,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,2024-10-16,Approved
104320,41.0,48696.0,451.0,25591.0,10.0,0.45,1,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,2024-04-03,Approved
104321,49.0,27024.0,801.0,14891.0,11.0,0.08,7,Business,Married,Masters,Owned,Tier3,Silver,2025-04-19,Approved
104322,25.0,192057.0,805.0,44894.0,25.0,0.14,7,Salaried,Single,Masters,Owned,Tier1,Silver,2025-04-25,Rejected
104323,30.0,162656.0,685.0,42796.0,29.0,0.33,3,Business,Divorced,Masters,Family,Tier2,Platinum,2025-10-17,Rejected
104324,48.0,115998.0,832.0,8721.0,14.0,0.58,6,Business,Married,Bachelors,Owned,Tier1,Platinum,2025-09-24,Approved
104325,41.0,183116.0,747.0,19541.0,7.0,0.53,5,Self-Employed,Married,Masters,Rented,Tier3,Silver,2024-12-29,Approved
104326,27.0,30285.0,425.0,27152.0,17.0,0.68,5,Business,Single,Masters,Owned,Tier3,Gold,2024-02-21,Approved
104327,23.0,32370.0,788.0,8123.0,9.0,0.08,6,Self-Employed,Married,High School,Rented,Tier1,Platinum,2024-05-02,Approved
104328,40.0,42903.0,745.0,6812.0,7.0,0.3,0,Business,Married,Masters,Rented,Tier2,Silver,2024-10-02,Rejected
104329,39.0,188571.0,769.0,37112.0,34.0,0.15,7,Self-Employed,Divorced,High School,Owned,Tier2,Silver,2025-03-07,Approved
104330,55.0,122904.0,648.0,21840.0,19.0,0.07,7,Self-Employed,Single,Bachelors,Family,Tier2,Silver,2024-04-05,Rejected
104331,24.0,47995.0,807.0,2208.0,11.0,0.22,2,Self-Employed,Single,High School,Rented,Tier2,Platinum,2024-04-07,Approved
104332,25.0,130160.0,756.0,19242.0,2.0,0.21,0,Self-Employed,Single,Masters,Owned,Tier1,Platinum,2025-03-04,Approved
104333,21.0,191272.0,684.0,20087.0,19.0,0.32,5,Business,Single,High School,Rented,Tier2,Gold,2024-08-08,Approved
104334,24.0,113377.0,747.0,2971.0,11.0,0.14,0,Business,Married,Masters,Family,Tier1,Platinum,2025-03-08,Approved
104335,32.0,169638.0,414.0,30795.0,23.0,0.37,5,Salaried,Single,Bachelors,Family,Tier2,Silver,2025-04-21,Approved
104336,47.0,62822.0,751.0,34881.0,15.0,0.65,7,Salaried,Married,High School,Family,Tier2,Gold,2025-03-15,Rejected
104337,62.0,132412.0,418.0,,9.0,0.54,0,Self-Employed,,Masters,Rented,Tier1,Gold,2025-05-29,Approved
104338,43.0,76222.0,392.0,30941.0,18.0,0.6,5,Salaried,Married,Masters,Rented,Tier1,Platinum,2025-07-07,Rejected
104339,45.0,119088.0,820.0,12502.0,13.0,0.57,4,Salaried,Married,High School,Rented,Tier1,Platinum,2025-11-12,Approved
104340,41.0,115450.0,837.0,29577.0,13.0,0.3,4,Self-Employed,Single,High School,Family,Tier3,Platinum,2024-08-19,Approved
104341,44.0,134366.0,732.0,44731.0,21.0,0.51,0,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,2024-07-31,Approved
104342,45.0,135078.0,444.0,11354.0,3.0,0.54,2,Self-Employed,Divorced,Masters,Rented,Tier3,Gold,2024-04-08,Approved
104343,52.0,88853.0,367.0,3127.0,33.0,0.18,1,Salaried,Divorced,Masters,Owned,Tier1,Silver,2025-06-24,Rejected
104344,52.0,148794.0,430.0,21023.0,17.0,0.61,5,Self-Employed,Divorced,High School,Rented,Tier1,Gold,2025-10-18,Rejected
104345,25.0,178405.0,580.0,29850.0,33.0,0.35,7,Salaried,Divorced,High School,Owned,Tier1,Silver,2024-12-28,Rejected
104346,56.0,172030.0,812.0,24860.0,17.0,0.06,1,Self-Employed,Married,Bachelors,Rented,Tier3,,2024-06-04,Approved
104347,62.0,77442.0,300.0,34328.0,30.0,0.47,3,Self-Employed,Divorced,High School,Owned,Tier3,Platinum,2025-07-25,Approved
104348,62.0,177026.0,,7652.0,19.0,0.49,6,Business,Divorced,High School,Owned,Tier3,Silver,2024-08-02,Approved
104349,59.0,34675.0,690.0,31979.0,9.0,0.41,3,Business,Married,Bachelors,Family,Tier1,Gold,2025-07-12,Approved
104350,36.0,114590.0,565.0,43769.0,2.0,0.19,7,Self-Employed,Single,High School,Family,Tier1,Platinum,2025-01-15,Approved
104351,53.0,133570.0,698.0,21771.0,20.0,0.36,2,Business,Single,Masters,Rented,Tier3,Gold,2025-06-06,Approved
104352,41.0,56661.0,555.0,42250.0,9.0,0.31,6,Business,Single,Masters,,Tier3,Gold,2024-11-16,Approved
104353,29.0,89289.0,694.0,46597.0,6.0,0.68,6,Business,Single,Bachelors,Family,Tier1,Platinum,2024-02-29,Approved
104354,26.0,42184.0,473.0,35677.0,21.0,0.59,0,Business,Married,Bachelors,Owned,Tier2,Silver,2025-08-22,Approved
104355,55.0,72963.0,344.0,48867.0,22.0,0.55,5,Salaried,Married,,Owned,Tier3,Gold,2025-03-20,Rejected
104356,59.0,181894.0,440.0,40998.0,11.0,0.17,4,Business,Single,High School,Family,Tier1,Silver,2025-07-08,Rejected
104357,42.0,30267.0,838.0,13881.0,12.0,0.27,3,Self-Employed,Divorced,High School,Family,Tier2,Silver,2024-06-15,Approved
104358,61.0,87814.0,349.0,18331.0,12.0,0.3,6,Business,Married,Masters,Rented,Tier2,Gold,2025-09-20,Approved
